Track,Vehicle,Description,Translation,Rotation,Timestamp
LVMS,TUM,High speed multi-agent laps with Euroracing,"[388.3693192916523, 33.854108524046175, 4.805155736329446]","[0.9738320318840222, 0.0, 0.0, -0.22726894569350403]",16415956735.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[395.7990250809794, 50.413550473630394, 4.753708612472391]","[0.9808685899775359, 0.0, 0.0, -0.19467102813587972]",16415956740.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[400.0708546280946, 61.73045396656244, 4.7143058506099536]","[0.9857284439906088, 0.0, 0.0, -0.16834320511340292]",16415956745.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[405.40986642356194, 79.08717516757545, 4.6677376117864995]","[0.9914464831905001, 0.0, 0.0, -0.1305138727078064]",16415956750.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[408.2258918618746, 90.86930199856383, 4.638119010142901]","[0.9943547305710211, 0.0, 0.0, -0.10610687909382711]",16415956755.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[411.35453124862875, 108.7613383003999, 4.614293076997349]","[0.997579319987155, 0.0, 0.0, -0.06953776192807269]",16415956760.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[412.6489257604323, 120.79581353990388, 4.614062176688151]","[0.9991126597653166, 0.0, 0.0, -0.04211761029159567]",16415956765.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[413.35194710388356, 138.9194151290123, 4.586039756273365]","[0.9999999935695013, 0.0, 0.0, -0.00011340633792783425]",16415956770.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[412.9849098182383, 151.00863404055684, 4.57677670418191]","[0.9996505981377448, 0.0, 0.0, 0.026432586760458843]",16415956775.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[411.2208311454932, 169.05131680624456, 4.548993411425293]","[0.9977987394793442, 0.0, 0.0, 0.06631497186481963]",16415956780.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[409.23973700981537, 180.98214919151664, 4.538714982737176]","[0.9957431568914199, 0.0, 0.0, 0.09217139200375148]",16415956785.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[405.06683786652445, 198.62192191013062, 4.502077277372301]","[0.990736422443001, 0.0, 0.0, 0.13579890001337885]",16415956790.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[401.47020901568413, 210.1783611163234, 4.3973035143650065]","[0.9869266700478022, 0.0, 0.0, 0.1611699350014037]",16415956795.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[394.93553126750675, 227.131235416602, 4.308106757936571]","[0.979800393509903, 0.0, 0.0, 0.19997797098140427]",16415956800.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[389.8374989726532, 238.12930824186037, 4.228328764865772]","[0.9742468747708296, 0.0, 0.0, 0.22548398390855068]",16415956805.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[381.13102776832113, 254.09343715510943, 4.146210431930339]","[0.9645443762014975, 0.0, 0.0, 0.26392071979680565]",16415956810.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[374.6150381352638, 264.3527116368476, 4.075804480234028]","[0.9572997214302323, 0.0, 0.0, 0.2890972904570355]",16415956815.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[363.81393077684373, 279.00909209232606, 3.9516162107543664]","[0.944085356148966, 0.0, 0.0, 0.3297011378583338]",16415956820.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[355.9456891040679, 288.2852792640297, 3.8716286416428964]","[0.9350530130576873, 0.0, 0.0, 0.3545079163738668]",16415956825.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[343.2452721897085, 301.3941298406155, 3.739438707880492]","[0.9206074155982388, 0.0, 0.0, 0.3904894189930523]",16415956830.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[334.2051172872944, 309.53876219958397, 3.654448140294587]","[0.9089307184640214, 0.0, 0.0, 0.4169471777485462]",16415956835.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[319.8400621997933, 320.8361905086081, 3.5582313083315746]","[0.892415655025202, 0.0, 0.0, 0.45121424918317843]",16415956840.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[309.799709016283, 327.7347393177354, 3.5091844334858173]","[0.8789316644323977, 0.0, 0.0, 0.4769477217243993]",16415956845.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[294.0828396740966, 337.05664304603334, 3.420374999873232]","[0.858916918165711, 0.0, 0.0, 0.5121149555409579]",16415956850.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[283.2002620722716, 342.5550215539886, 3.376700170175539]","[0.8466062354402843, 0.0, 0.0, 0.5322197686234792]",16415956855.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[266.3876290757336, 349.6759522512589, 3.3129640079528144]","[0.8228186247030405, 0.0, 0.0, 0.5683040654806166]",16415956860.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[254.8881600880445, 353.65942595536, 3.297234351095895]","[0.8085081295092008, 0.0, 0.0, 0.5884850078953018]",16415956865.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[237.28917915969586, 358.4411966276933, 3.2862590939680416]","[0.7828418607541684, 0.0, 0.0, 0.6222207173109485]",16415956870.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[225.35871696187954, 360.80821078221123, 3.2662223067135585]","[0.7655452611362128, 0.0, 0.0, 0.6433820429199806]",16415956875.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[207.2790010327375, 363.15826071480865, 3.229198386073307]","[0.7396452391104898, 0.0, 0.0, 0.6729969689836547]",16415956880.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[195.15226314397435, 363.92144323775335, 3.189093659763188]","[0.7212428447819641, 0.0, 0.0, 0.69268229286652]",16415956885.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[176.90976237875333, 363.9126701111613, 3.1353396926954957]","[0.6954419058257687, 0.0, 0.0, 0.7185823234824404]",16415956890.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[164.7696016436834, 363.21227645812047, 3.1450371139734017]","[0.6793982891484722, 0.0, 0.0, 0.7337696945923352]",16415956895.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[151.14009184691423, 361.8752219684081, 3.168000875702816]","[0.6641635368070011, 0.0, 0.0, 0.74758731689082]",16415956900.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[134.53176978217058, 359.61673880448717, 3.294724493109001]","[0.6536062008096284, 0.0, 0.0, 0.7568348130624039]",16415956905.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[116.48943424660166, 356.65265713278654, 3.351507117694368]","[0.6421938903148913, 0.0, 0.0, 0.7665422410032113]",16415956910.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[104.4892657064858, 354.4381067708943, 3.349017137086662]","[0.6381836668612969, 0.0, 0.0, 0.769884151903044]",16415956915.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[86.53221147275832, 350.88174717317236, 3.3434406528980674]","[0.6338039395635353, 0.0, 0.0, 0.7734937402421188]",16415956920.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[74.58009798769008, 348.4513553036815, 3.351021716582622]","[0.6323643375789821, 0.0, 0.0, 0.7746711202557477]",16415956925.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[56.68391607512988, 344.725881762946, 3.396483665607086]","[0.6300419013765697, 0.0, 0.0, 0.7765611389387167]",16415956930.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[44.772274720119356, 342.1915489008324, 3.425802982038981]","[0.6285460259645045, 0.0, 0.0, 0.7777723916701007]",16415956935.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[26.939054239800974, 338.26881813020344, 3.4176399685089436]","[0.6246436728326864, 0.0, 0.0, 0.7809099064489398]",16415956940.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[15.077944560949986, 335.52648571935663, 3.4054586941316956]","[0.6200771346722107, 0.0, 0.0, 0.7845408511076406]",16415956945.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-2.669265695339097, 331.1896242550191, 3.3295017549199457]","[0.6141695445664662, 0.0, 0.0, 0.7891741065994368]",16415956950.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-14.449855224163528, 328.0907513152345, 3.2802993897401116]","[0.6083353638055721, 0.0, 0.0, 0.7936800899251173]",16415956955.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-32.03683146739845, 323.10095554350585, 3.253904625432291]","[0.5982810916091541, 0.0, 0.0, 0.801286300533685]",16415956960.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-43.67826117037319, 319.5099767660475, 3.26543572171534]","[0.5894255804402502, 0.0, 0.0, 0.8078226817332342]",16415956965.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-61.01525640060304, 313.68782658223904, 3.2685537245894496]","[0.5774215410131575, 0.0, 0.0, 0.8164461794717338]",16415956970.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-72.45321848617048, 309.48162455404463, 3.2923925336556326]","[0.56811146661144, 0.0, 0.0, 0.8229516155307058]",16415956975.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-89.4098926881771, 302.6803364599909, 3.3152654241116832]","[0.5535188022615274, 0.0, 0.0, 0.8328366799937212]",16415956980.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-100.55528501555048, 297.7707136857104, 3.3300182568731245]","[0.5416549133408554, 0.0, 0.0, 0.8406009486395495]",16415956985.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-117.00161570823795, 289.8677453292509, 3.3755659006399323]","[0.5241103000663188, 0.0, 0.0, 0.8516503938614677]",16415956990.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-127.81467834500354, 284.2751648660262, 3.3993342805123774]","[0.5152467773180754, 0.0, 0.0, 0.8570418650587249]",16415956995.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-143.71884180641626, 275.35063439375006, 3.4597532397975357]","[0.4977332115158684, 0.0, 0.0, 0.867330185197137]",16415957000.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-154.109232211508, 269.04415368222203, 3.4805458460874696]","[0.4857844283606482, 0.0, 0.0, 0.8740786515882413]",16415957005.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-169.39498389256272, 259.0889544352413, 3.507812504696254]","[0.4693317940445466, 0.0, 0.0, 0.8830218950280493]",16415957010.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-179.35623457123438, 252.1040436830173, 3.581823054998317]","[0.4579373834240262, 0.0, 0.0, 0.8889844502930051]",16415957015.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-193.9384902145973, 241.14219542113716, 3.598000588195127]","[0.43849009775737074, 0.0, 0.0, 0.898736020291126]",16415957020.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-203.41928537499865, 233.49953256918556, 3.6137601893111366]","[0.4282124472891581, 0.0, 0.0, 0.9036780953340797]",16415957025.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-217.28431058787683, 221.64028834883425, 3.6454332360291417]","[0.4083026746476184, 0.0, 0.0, 0.9128466058849105]",16415957030.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-226.28752957830832, 213.41880387833862, 3.6491482577653613]","[0.3977329011607149, 0.0, 0.0, 0.9175012475927654]",16415957035.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-239.3705233475228, 200.65603353693746, 3.6890858554725767]","[0.379404598155012, 0.0, 0.0, 0.9252308635680253]",16415957040.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-247.79709771804616, 191.86219774938414, 3.7053078546561977]","[0.3685282307126702, 0.0, 0.0, 0.9296165570641418]",16415957045.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-259.9937123288467, 178.30446124909335, 3.723134342589546]","[0.34920526798334456, 0.0, 0.0, 0.9370462532941907]",16415957050.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-267.8397619827759, 169.00909031023608, 3.7711284614037908]","[0.33909241247259864, 0.0, 0.0, 0.9407530684528821]",16415957055.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-279.1643313016524, 154.73906069480347, 3.8050463713536686]","[0.3203460689382919, 0.0, 0.0, 0.9473005838253153]",16415957060.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-286.3880090423506, 144.99343702490506, 3.850249382730155]","[0.3075485873583708, 0.0, 0.0, 0.951532378016571]",16415957065.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-296.7366366141854, 130.02582688437167, 3.897305120779002]","[0.28841055858049713, 0.0, 0.0, 0.9575068405496046]",16415957070.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-303.3259009359747, 119.8384270104745, 3.9274668810776774]","[0.277471563367413, 0.0, 0.0, 0.9607338505134728]",16415957075.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-312.74565899319396, 104.27128924748081, 3.9712802881077423]","[0.26026863823084756, 0.0, 0.0, 0.9655362426928676]",16415957080.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-318.71385152736974, 93.71099076518115, 4.005397332190384]","[0.24922067559002278, 0.0, 0.0, 0.9684467227774859]",16415957085.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-327.2188743178311, 77.6274644322528, 4.079972871468236]","[0.23280480828619024, 0.0, 0.0, 0.972523481073249]",16415957090.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-332.63630115467356, 66.76874248775171, 4.148035191893953]","[0.22555073461905842, 0.0, 0.0, 0.974231423283402]",16415957095.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-340.42966108357405, 50.328256222037076, 4.26765897743396]","[0.2143607535171169, 0.0, 0.0, 0.9767545583981546]",16415957100.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-345.43989259250367, 39.28706955945094, 4.377266086722674]","[0.20916094583330339, 0.0, 0.0, 0.977881229361786]",16415957105.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-352.75428595135025, 22.649405448513846, 4.492805122339831]","[0.20167124707750325, 0.0, 0.0, 0.9794532699941354]",16415957110.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-357.50070256798546, 11.511695043944245, 4.529744881018166]","[0.19796115581891605, 0.0, 0.0, 0.980209865685323]",16415957115.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-364.47556552874767, -5.268268548788687, 4.583161921961464]","[0.1947307407468935, 0.0, 0.0, 0.9808567370458166]",16415957120.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-369.07616183900467, -16.470164872014944, 4.597092384663415]","[0.19301961747705487, 0.0, 0.0, 0.9811948976982154]",16415957125.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-375.94152899823416, -33.29878739139705, 4.638757604871035]","[0.19151627614605224, 0.0, 0.0, 0.9814894375239852]",16415957130.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-380.454549480645, -44.53869009153066, 4.668336554350763]","[0.18780467302170623, 0.0, 0.0, 0.9822063962280078]",16415957135.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-386.99274537635034, -61.471036206083106, 4.684668779563822]","[0.1776658884276524, 0.0, 0.0, 0.9840908657686104]",16415957140.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-391.15486011963, -72.84560777107808, 4.682870721354504]","[0.17137211423040383, 0.0, 0.0, 0.9852063735401844]",16415957145.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-396.9308080944982, -90.04476116416205, 4.682703161079246]","[0.15324613547407293, 0.0, 0.0, 0.9881880498985313]",16415957150.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-400.42886882196734, -101.64423988044322, 4.671817516189336]","[0.1400869270734787, 0.0, 0.0, 0.9901392088303088]",16415957155.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-404.89946112642815, -119.19149597091236, 4.729958790627208]","[0.11107542024600665, 0.0, 0.0, 0.9938119797110382]",16415957160.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-407.21583165696103, -131.02636663460595, 4.792500452880674]","[0.0875357581011441, 0.0, 0.0, 0.9961613780174665]",16415957165.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-409.678666103023, -148.93837825836928, 4.909586394754811]","[0.051872185779777084, 0.0, 0.0, 0.9986537319523862]",16415957170.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-410.56783361368997, -160.92820964136482, 4.996999207978483]","[0.02572501060231549, 0.0, 0.0, 0.9996690571531713]",16415957175.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-410.73620757302626, -178.99378632219887, 5.056934489977628]","[-0.013666938130771576, 0.0, 0.0, 0.9999066030395688]",16415957180.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-410.05465720580276, -191.0073793266208, 5.099745969925131]","[-0.040033334475691434, 0.0, 0.0, 0.9991983447398006]",16415957185.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-407.789643748847, -208.9123859400682, 5.19559727019471]","[-0.08344067838808256, 0.0, 0.0, 0.996512746125275]",16415957190.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-405.47122525509843, -220.7165039260987, 5.257073381146135]","[-0.1083948844423599, 0.0, 0.0, 0.9941079161875371]",16415957195.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-400.8780752556408, -238.1678818984345, 5.3447326625132305]","[-0.14559583167446774, 0.0, 0.0, 0.9893441533657639]",16415957200.12345
LVMS,TUM,High speed multi-agent laps with Euroracing,"[-397.0700068869911, -249.55752690281994, 5.381710872622147]","[-0.1724646260248082, 0.0, 0.0, 0.98501571194074]",16415957205.12345
